,Attrition,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,YearsInCurrentRole,YearsSinceLastPromotion
1158,No,37,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,Manufacturing Director,3,Married,5768,3,No,17,3,0
1159,No,39,Travel_Frequently,Research & Development,4,3,Medical,Female,Manufacturing Director,3,Single,5042,0,No,13,2,3
1160,No,45,Travel_Rarely,Research & Development,2,2,Other,Female,Manufacturing Director,4,Divorced,5770,1,No,19,7,3
1161,No,38,Travel_Rarely,Research & Development,2,2,Medical,Female,Manufacturing Director,3,Married,7756,3,Yes,19,4,0
1162,Yes,35,Travel_Rarely,Sales,10,3,Medical,Male,Sales Executive,1,Married,10306,9,No,17,12,6
1163,No,37,Travel_Rarely,Research & Development,10,3,Medical,Female,Research Scientist,2,Married,3936,1,No,11,4,7
1164,No,40,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,Manufacturing Director,4,Single,7945,6,Yes,15,2,3
1165,No,44,Travel_Frequently,Human Resources,1,5,Human Resources,Male,Human Resources,4,Married,5743,4,Yes,11,7,0
1166,No,48,Travel_Frequently,Research & Development,4,5,Medical,Male,Manager,4,Married,15202,2,No,25,2,2
1167,Yes,35,Travel_Rarely,Sales,15,2,Medical,Male,Sales Executive,4,Divorced,5440,6,Yes,14,2,2
1168,No,24,Travel_Frequently,Research & Development,2,1,Technical Degree,Female,Research Scientist,4,Single,3760,1,Yes,13,3,1
1169,No,27,Travel_Rarely,Research & Development,8,3,Medical,Female,Research Scientist,3,Married,3517,7,No,17,2,0
1170,No,27,Travel_Frequently,Research & Development,2,3,Medical,Male,Research Scientist,4,Single,2580,2,No,13,2,1
1171,Yes,40,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Single,2166,3,Yes,14,2,0
1172,No,29,Travel_Rarely,Sales,10,3,Medical,Male,Sales Executive,3,Single,5869,9,No,11,2,1
1173,No,36,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,Healthcare Representative,1,Married,8008,4,No,12,2,0
1174,No,25,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Manufacturing Director,3,Divorced,5206,1,No,17,7,0
1175,No,39,Travel_Rarely,Research & Development,12,3,Medical,Male,Manufacturing Director,2,Married,5295,4,No,21,4,1
1176,No,49,Travel_Rarely,Research & Development,22,4,Other,Female,Research Director,2,Married,16413,3,No,16,2,1
1177,No,50,Travel_Rarely,Research & Development,17,5,Life Sciences,Female,Research Director,1,Divorced,13269,5,No,15,11,1
1178,No,20,Travel_Rarely,Sales,2,3,Medical,Female,Sales Representative,3,Single,2783,1,No,19,2,2
1179,No,34,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,Research Scientist,2,Divorced,5433,1,No,12,8,7
1180,No,36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,2,Single,2013,2,No,11,3,1
1181,No,49,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,Healthcare Representative,3,Married,13966,2,Yes,19,11,2
1182,No,36,Non-Travel,Research & Development,1,4,Medical,Female,Manufacturing Director,3,Married,4374,0,No,15,2,1
1183,No,36,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,Healthcare Representative,1,Divorced,6842,6,No,20,4,0
1184,No,54,Travel_Rarely,Research & Development,22,5,Medical,Female,Manager,3,Married,17426,3,No,25,8,4
1185,No,43,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,Research Director,3,Married,17603,1,No,24,10,6
1186,Yes,35,Travel_Frequently,Sales,12,4,Other,Male,Sales Executive,4,Single,4581,3,Yes,24,9,6
1187,No,38,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,4735,7,No,15,11,2
1188,No,29,Travel_Rarely,Sales,5,3,Medical,Male,Sales Executive,2,Divorced,4187,1,Yes,13,0,0
1189,No,33,Travel_Rarely,Sales,2,4,Medical,Male,Sales Executive,4,Divorced,5505,1,No,14,2,0
1190,No,32,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Scientist,2,Divorced,5470,0,No,13,5,1
1191,No,31,Travel_Rarely,Sales,5,4,Life Sciences,Female,Sales Executive,4,Married,5476,1,No,11,0,0
1192,No,49,Travel_Rarely,Research & Development,16,3,Medical,Female,Laboratory Technician,1,Divorced,2587,4,Yes,16,2,2
1193,No,38,Travel_Frequently,Research & Development,2,3,Medical,Female,Laboratory Technician,2,Single,2440,1,No,22,3,3
1194,No,47,Travel_Rarely,Sales,2,4,Life Sciences,Female,Manager,2,Divorced,15972,6,No,14,2,1
1195,No,49,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Manager,3,Single,15379,4,No,14,7,0
1196,No,41,Travel_Rarely,Sales,23,2,Life Sciences,Male,Sales Executive,3,Single,7082,3,Yes,16,0,0
1197,No,20,Travel_Rarely,Sales,9,1,Life Sciences,Male,Sales Representative,1,Single,2728,1,No,11,2,0
1198,No,33,Non-Travel,Sales,16,3,Life Sciences,Female,Sales Executive,4,Divorced,5368,1,Yes,25,5,1
1199,No,36,Travel_Rarely,Research & Development,26,4,Life Sciences,Male,Healthcare Representative,3,Married,5347,6,No,14,2,0
1200,No,44,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,Human Resources,4,Divorced,3195,4,Yes,18,2,2
1201,Yes,23,Travel_Rarely,Research & Development,8,1,Medical,Male,Laboratory Technician,3,Single,3989,1,Yes,11,4,1
1202,No,38,Travel_Rarely,Research & Development,4,2,Medical,Female,Laboratory Technician,3,Married,3306,7,No,19,0,0
1203,No,53,Travel_Rarely,Research & Development,24,4,Medical,Male,Healthcare Representative,4,Married,7005,3,No,15,3,1
1204,Yes,48,Travel_Frequently,Sales,7,2,Medical,Female,Sales Representative,3,Married,2655,2,Yes,11,7,7
1205,Yes,32,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,2,Single,1393,1,No,12,0,0
1206,No,26,Non-Travel,Research & Development,7,3,Medical,Male,Laboratory Technician,4,Single,2570,1,No,20,7,5
1207,No,55,Travel_Rarely,Research & Development,22,3,Technical Degree,Male,Research Scientist,2,Divorced,3537,5,No,12,2,1
1208,No,34,Travel_Rarely,Research & Development,5,2,Medical,Male,Laboratory Technician,4,Married,3986,1,No,14,10,4
1209,No,60,Travel_Rarely,Research & Development,1,4,Medical,Male,Healthcare Representative,4,Divorced,10883,3,No,20,0,0
1210,No,33,Travel_Rarely,Research & Development,21,3,Medical,Male,Laboratory Technician,2,Married,2028,1,No,18,11,2
1211,No,37,Travel_Frequently,Sales,1,4,Medical,Male,Sales Executive,4,Divorced,9525,1,No,14,3,1
1212,No,34,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,Research Scientist,4,Married,2929,1,No,12,9,8
1213,Yes,23,Travel_Rarely,Sales,7,3,Life Sciences,Male,Sales Representative,4,Divorced,2275,1,Yes,21,2,0
1214,No,44,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,Healthcare Representative,4,Married,7879,1,Yes,19,7,6
1215,No,35,Travel_Frequently,Research & Development,2,4,Medical,Male,Research Scientist,4,Single,4930,0,Yes,14,4,1
1216,No,43,Travel_Rarely,Sales,2,3,Medical,Male,Sales Executive,4,Married,7847,1,Yes,17,9,8
1217,No,24,Travel_Rarely,Research & Development,9,3,Medical,Male,Research Scientist,3,Married,4401,1,No,16,3,0
1218,No,41,Travel_Rarely,Sales,6,3,Marketing,Male,Sales Executive,3,Single,9241,1,No,12,8,8
1219,No,29,Travel_Rarely,Research & Development,9,4,Medical,Female,Laboratory Technician,3,Married,2974,9,No,17,3,1
1220,No,36,Travel_Rarely,Sales,2,4,Life Sciences,Female,Sales Representative,4,Single,4502,3,No,15,7,6
1221,No,45,Non-Travel,Research & Development,1,1,Life Sciences,Male,Healthcare Representative,3,Married,10748,3,No,23,15,14
1222,Yes,24,Travel_Rarely,Human Resources,22,1,Human Resources,Male,Human Resources,3,Married,1555,1,No,11,0,0
1223,Yes,47,Travel_Frequently,Sales,9,3,Life Sciences,Male,Sales Executive,3,Married,12936,7,No,11,5,14
1224,No,26,Travel_Rarely,Research & Development,17,4,Medical,Male,Laboratory Technician,3,Married,2305,1,No,15,2,0
1225,No,45,Travel_Rarely,Research & Development,28,2,Technical Degree,Female,Research Director,2,Single,16704,1,No,11,6,8
1226,No,32,Travel_Frequently,Research & Development,10,3,Life Sciences,Male,Research Scientist,3,Married,3433,6,No,13,2,1
1227,No,31,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,Laboratory Technician,3,Married,3477,1,No,14,2,0
1228,No,41,Non-Travel,Human Resources,4,3,Human Resources,Male,Human Resources,2,Married,6430,6,No,19,2,1
1229,No,40,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,Manufacturing Director,1,Married,6516,2,Yes,16,0,0
1230,No,24,Travel_Rarely,Research & Development,29,1,Medical,Male,Laboratory Technician,1,Divorced,3907,1,No,13,2,1
1231,No,46,Travel_Rarely,Research & Development,13,4,Life Sciences,Male,Healthcare Representative,2,Single,5562,6,No,14,7,0
1232,No,35,Travel_Rarely,Research & Development,27,4,Life Sciences,Male,Manufacturing Director,3,Married,6883,2,No,16,7,0
1233,No,30,Travel_Rarely,Research & Development,16,1,Life Sciences,Male,Research Scientist,4,Married,2862,1,No,12,0,0
1234,No,47,Non-Travel,Sales,2,4,Marketing,Male,Sales Executive,2,Married,4978,7,No,11,0,0
1235,No,46,Travel_Rarely,Sales,2,3,Life Sciences,Male,Sales Executive,4,Divorced,10368,4,Yes,12,6,0
1236,Yes,36,Travel_Rarely,Sales,13,5,Marketing,Male,Sales Executive,1,Divorced,6134,5,Yes,13,2,2
1237,Yes,32,Travel_Rarely,Sales,1,2,Life Sciences,Male,Sales Executive,2,Single,6735,6,No,15,0,0
1238,No,23,Travel_Rarely,Research & Development,4,1,Medical,Female,Laboratory Technician,2,Single,3295,1,No,13,2,1
1239,No,31,Travel_Frequently,Research & Development,24,1,Technical Degree,Female,Manufacturing Director,4,Single,5238,2,No,20,4,1
1240,No,39,Non-Travel,Research & Development,1,3,Life Sciences,Male,Laboratory Technician,4,Married,6472,1,Yes,15,8,5
1241,No,32,Travel_Rarely,Sales,19,3,Life Sciences,Male,Sales Executive,3,Married,9610,3,No,13,3,0
1242,No,40,Travel_Rarely,Sales,7,4,Medical,Male,Manager,2,Single,19833,1,No,14,8,12
1243,No,45,Travel_Rarely,Human Resources,4,3,Life Sciences,Female,Human Resources,3,Married,9756,4,No,21,0,0
1244,No,30,Travel_Frequently,Research & Development,2,4,Technical Degree,Female,Research Scientist,1,Single,4968,0,No,16,7,0
1245,No,24,Travel_Frequently,Human Resources,10,3,Medical,Male,Human Resources,4,Married,2145,0,No,14,2,2
1246,Yes,30,Travel_Frequently,Human Resources,8,3,Human Resources,Female,Human Resources,4,Divorced,2180,6,No,11,2,1
1247,No,31,Travel_Rarely,Sales,5,3,Technical Degree,Male,Sales Executive,3,Married,8346,1,No,19,2,0
1248,No,27,Travel_Rarely,Research & Development,8,3,Medical,Female,Research Scientist,4,Single,3445,1,No,11,2,1
1249,Yes,29,Travel_Rarely,Sales,9,3,Marketing,Female,Sales Representative,2,Single,2760,1,No,13,2,2
1250,No,29,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,Healthcare Representative,3,Single,6294,8,Yes,12,2,0
1251,No,30,Travel_Rarely,Sales,15,2,Marketing,Male,Sales Executive,1,Divorced,7140,2,No,11,7,1
1252,No,34,Travel_Rarely,Research & Development,2,4,Medical,Male,Research Scientist,4,Married,2932,0,Yes,14,0,1
1253,No,33,Non-Travel,Sales,2,3,Marketing,Female,Sales Executive,2,Single,5147,8,No,15,7,1
1254,No,49,Travel_Rarely,Sales,11,4,Marketing,Female,Sales Executive,4,Single,4507,3,No,12,1,0
1255,Yes,33,Travel_Rarely,Sales,16,3,Life Sciences,Female,Sales Executive,1,Single,8564,2,Yes,20,0,0
1256,No,38,Travel_Frequently,Research & Development,2,2,Medical,Female,Laboratory Technician,2,Married,2468,4,No,14,1,0
1257,Yes,31,Travel_Rarely,Sales,16,4,Marketing,Male,Sales Executive,3,Married,8161,2,No,13,0,0
1258,No,29,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,Research Scientist,1,Divorced,2109,1,No,13,0,0
1259,No,30,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,Healthcare Representative,3,Married,5294,3,No,16,0,1
1260,No,32,Non-Travel,Research & Development,5,4,Technical Degree,Male,Research Scientist,2,Single,2718,2,No,14,7,0
1261,No,38,Travel_Rarely,Research & Development,18,3,Medical,Male,Healthcare Representative,4,Married,5811,3,Yes,16,0,1
1262,Yes,43,Travel_Frequently,Research & Development,17,3,Technical Degree,Male,Research Scientist,3,Married,2437,9,Yes,16,0,0
1263,No,42,Travel_Rarely,Research & Development,12,3,Medical,Male,Laboratory Technician,2,Divorced,2766,8,No,22,3,0
1264,No,55,Travel_Rarely,Research & Development,2,3,Medical,Male,Research Director,1,Married,19038,8,No,12,0,0
1265,No,33,Non-Travel,Research & Development,4,3,Technical Degree,Male,Research Scientist,2,Divorced,3055,5,No,15,8,1
1266,No,41,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Divorced,2289,1,No,20,3,0
1267,No,34,Non-Travel,Sales,10,3,Life Sciences,Male,Sales Executive,3,Divorced,4001,1,Yes,14,14,0
1268,No,53,Non-Travel,Research & Development,1,4,Medical,Female,Manufacturing Director,3,Married,12965,4,Yes,20,2,0
1269,No,43,Travel_Rarely,Human Resources,2,3,Life Sciences,Male,Human Resources,4,Single,3539,0,No,13,7,1
1270,No,34,Travel_Rarely,Sales,3,2,Life Sciences,Female,Sales Executive,4,Single,6029,5,No,12,2,2
1271,Yes,21,Travel_Rarely,Sales,7,1,Marketing,Male,Sales Representative,2,Single,2679,1,No,13,0,1
1272,No,38,Travel_Rarely,Research & Development,6,2,Other,Female,Laboratory Technician,3,Married,3702,1,No,11,4,0
1273,Yes,22,Travel_Rarely,Research & Development,8,1,Medical,Female,Laboratory Technician,1,Married,2398,1,Yes,17,0,0
1274,No,31,Travel_Rarely,Sales,29,4,Marketing,Female,Sales Executive,4,Married,5468,1,No,14,7,5
1275,No,51,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,Manager,3,Married,13116,2,No,11,2,2
1276,No,37,Travel_Rarely,Sales,9,2,Marketing,Male,Sales Executive,2,Married,4189,1,No,14,2,0
1277,No,46,Travel_Rarely,Research & Development,2,4,Medical,Male,Research Director,4,Divorced,19328,7,Yes,17,1,2
1278,No,36,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Healthcare Representative,1,Married,8321,7,Yes,13,8,5
1279,Yes,44,Travel_Frequently,Research & Development,1,2,Medical,Male,Research Scientist,2,Divorced,2342,1,Yes,12,3,2
1280,No,37,Travel_Rarely,Human Resources,8,2,Other,Male,Human Resources,2,Divorced,4071,2,No,13,0,4
1281,Yes,35,Travel_Rarely,Sales,27,3,Life Sciences,Male,Sales Executive,4,Single,5813,1,Yes,18,7,7
1282,No,33,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,Research Scientist,1,Married,3143,6,No,19,8,7
1283,No,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,Research Scientist,4,Married,2044,1,No,11,3,0
1284,No,39,Travel_Rarely,Research & Development,10,1,Medical,Male,Research Director,3,Single,13464,7,No,21,3,2
1285,No,46,Non-Travel,Sales,26,2,Life Sciences,Male,Sales Executive,2,Single,7991,8,No,15,2,2
1286,No,40,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,Laboratory Technician,1,Married,3377,4,No,17,3,0
1287,No,42,Travel_Rarely,Research & Development,13,3,Medical,Male,Healthcare Representative,1,Married,5538,5,No,18,0,0
1288,No,35,Non-Travel,Research & Development,2,2,Medical,Male,Manufacturing Director,4,Divorced,5762,2,No,14,7,1
1289,No,38,Non-Travel,Human Resources,2,3,Human Resources,Male,Human Resources,2,Divorced,2592,5,No,13,10,3
1290,Yes,34,Travel_Frequently,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Married,5346,4,No,17,1,0
1291,Yes,37,Travel_Rarely,Research & Development,10,4,Medical,Male,Manufacturing Director,1,Single,4213,1,No,15,3,0
1292,No,39,Travel_Frequently,Sales,20,3,Life Sciences,Male,Sales Executive,4,Divorced,4127,2,No,18,1,2
1293,No,43,Non-Travel,Research & Development,9,3,Life Sciences,Male,Research Scientist,3,Single,2438,4,No,13,2,1
1294,No,41,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,Healthcare Representative,2,Single,6870,3,No,12,2,1
1295,No,41,Travel_Rarely,Sales,4,1,Marketing,Female,Sales Executive,3,Divorced,10447,0,Yes,13,14,13
1296,No,30,Travel_Rarely,Research & Development,10,3,Medical,Female,Manufacturing Director,3,Single,9667,9,No,14,7,0
1297,Yes,26,Travel_Rarely,Human Resources,20,2,Medical,Female,Human Resources,2,Married,2148,0,Yes,11,1,1
1298,Yes,46,Travel_Rarely,Research & Development,21,2,Medical,Female,Healthcare Representative,2,Married,8926,4,No,22,7,3
1299,No,40,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,Healthcare Representative,4,Divorced,6513,4,No,17,3,0
1300,No,34,Travel_Rarely,Sales,8,2,Technical Degree,Male,Sales Executive,3,Married,6799,1,No,21,8,4
1301,No,58,Non-Travel,Sales,2,3,Medical,Male,Manager,2,Divorced,16291,4,No,22,9,14
1302,No,35,Travel_Rarely,Research & Development,23,4,Medical,Male,Laboratory Technician,3,Married,2705,0,No,16,4,0
1303,No,47,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,Manufacturing Director,2,Divorced,10333,8,Yes,12,11,14
1304,No,40,Travel_Rarely,Research & Development,12,3,Life Sciences,Female,Healthcare Representative,1,Divorced,4448,2,No,12,4,7
1305,No,54,Travel_Rarely,Research & Development,7,4,Medical,Female,Research Scientist,4,Married,6854,4,No,15,1,1
1306,No,31,Travel_Frequently,Sales,7,4,Marketing,Female,Sales Executive,1,Married,9637,2,No,14,2,2
1307,No,28,Travel_Rarely,Research & Development,1,3,Medical,Female,Research Scientist,1,Married,3591,1,No,25,2,1
1308,No,38,Travel_Rarely,Sales,2,4,Marketing,Female,Sales Representative,4,Married,5405,2,Yes,20,2,0
1309,No,26,Travel_Rarely,Sales,10,3,Medical,Male,Sales Executive,4,Single,4684,1,No,13,3,1
1310,No,58,Travel_Frequently,Research & Development,15,4,Life Sciences,Male,Research Director,3,Married,15787,2,Yes,14,2,2
1311,No,18,Non-Travel,Research & Development,14,3,Medical,Female,Research Scientist,3,Single,1514,1,No,16,0,0
1312,Yes,31,Travel_Rarely,Human Resources,18,5,Human Resources,Male,Human Resources,1,Married,2956,0,No,17,0,0
1313,Yes,29,Travel_Rarely,Human Resources,13,3,Human Resources,Male,Human Resources,1,Divorced,2335,4,Yes,15,2,2
1314,No,45,Non-Travel,Sales,2,4,Life Sciences,Female,Sales Executive,3,Married,5154,4,No,22,7,5
1315,No,36,Travel_Rarely,Research & Development,2,4,Other,Female,Research Scientist,2,Married,6962,4,Yes,22,0,0
1316,No,43,Travel_Frequently,Sales,2,4,Life Sciences,Male,Sales Executive,4,Married,5675,1,No,20,7,7
1317,No,27,Travel_Frequently,Research & Development,5,2,Life Sciences,Female,Laboratory Technician,4,Single,2379,0,Yes,14,4,0
1318,No,29,Travel_Frequently,Research & Development,20,1,Medical,Male,Laboratory Technician,4,Married,3812,1,No,13,8,3
1319,No,32,Travel_Frequently,Sales,10,4,Marketing,Male,Sales Executive,4,Single,4648,8,No,13,0,0
1320,No,42,Non-Travel,Research & Development,10,4,Technical Degree,Male,Research Scientist,3,Married,2936,3,No,22,3,3
1321,No,47,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,Laboratory Technician,3,Single,2105,4,No,12,2,2
1322,No,46,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,Manufacturing Director,4,Divorced,8578,3,No,14,8,4
1323,No,28,Non-Travel,Human Resources,1,2,Life Sciences,Male,Human Resources,4,Divorced,2706,1,No,15,2,2
1324,No,29,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,Healthcare Representative,3,Divorced,6384,8,No,17,0,1
1325,No,42,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,Laboratory Technician,3,Single,3968,4,No,13,0,0
1326,Yes,32,Travel_Rarely,Sales,2,4,Marketing,Male,Sales Executive,2,Single,9907,7,Yes,12,2,2
1327,No,46,Travel_Rarely,Sales,3,3,Technical Degree,Female,Sales Executive,1,Divorced,13225,2,No,12,17,2
1328,No,27,Travel_Rarely,Sales,23,1,Medical,Female,Sales Representative,3,Married,3540,1,No,21,8,5
1329,No,29,Travel_Rarely,Human Resources,6,1,Medical,Male,Human Resources,2,Married,2804,1,No,11,0,0
1330,No,43,Travel_Rarely,Research & Development,6,3,Medical,Female,Manager,3,Married,19392,7,No,13,12,6
1331,No,48,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,Research Director,2,Married,19665,4,No,12,10,12
1332,Yes,29,Travel_Frequently,Research & Development,24,2,Life Sciences,Male,Research Scientist,4,Single,2439,1,Yes,24,0,1
1333,Yes,46,Travel_Rarely,Sales,10,3,Life Sciences,Female,Sales Executive,2,Married,7314,5,No,21,7,0
1334,No,27,Travel_Frequently,Research & Development,15,3,Life Sciences,Female,Research Scientist,1,Married,4774,0,No,19,6,7
1335,No,39,Travel_Rarely,Research & Development,19,4,Other,Male,Research Scientist,4,Divorced,3902,8,No,14,2,2
1336,No,55,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,Research Scientist,4,Married,2662,8,No,20,2,0
1337,No,28,Travel_Rarely,Sales,3,3,Medical,Female,Sales Representative,2,Married,2856,1,No,19,0,0
1338,Yes,30,Travel_Rarely,Sales,9,3,Medical,Male,Sales Representative,4,Single,1081,1,No,13,0,0
1339,Yes,22,Travel_Rarely,Research & Development,7,1,Life Sciences,Male,Research Scientist,2,Single,2472,1,Yes,23,0,0
1340,No,36,Travel_Rarely,Sales,10,4,Technical Degree,Female,Sales Executive,3,Married,5673,1,Yes,13,9,1
1341,No,31,Travel_Rarely,Research & Development,20,3,Life Sciences,Male,Laboratory Technician,3,Divorced,4197,1,No,11,8,0
1342,No,34,Travel_Rarely,Sales,4,3,Life Sciences,Male,Sales Executive,4,Married,9713,2,Yes,13,3,1
1343,No,29,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,Laboratory Technician,1,Single,2062,3,No,14,2,1
1344,No,37,Travel_Rarely,Research & Development,7,4,Medical,Male,Research Scientist,1,Married,4284,5,Yes,22,3,0
1345,No,35,Travel_Rarely,Research & Development,16,2,Other,Female,Manufacturing Director,2,Married,4788,0,Yes,11,2,0
1346,No,45,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,Manufacturing Director,4,Married,5906,0,No,13,8,3
1347,No,36,Travel_Frequently,Human Resources,2,1,Human Resources,Male,Human Resources,4,Single,3886,1,No,21,1,0
1348,No,40,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Manager,1,Divorced,16823,2,No,11,7,11
1349,No,26,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,Research Scientist,3,Married,2933,1,Yes,13,0,1
1350,No,27,Travel_Rarely,Sales,2,2,Medical,Female,Sales Executive,3,Single,6500,0,No,14,7,0
1351,No,48,Travel_Frequently,Research & Development,22,3,Medical,Female,Manager,4,Divorced,17174,3,No,11,17,4
1352,No,44,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,Healthcare Representative,1,Married,5033,2,No,15,0,2
1353,Yes,34,Non-Travel,Research & Development,16,4,Technical Degree,Male,Research Scientist,1,Married,2307,1,Yes,23,2,3
1354,Yes,56,Travel_Rarely,Research & Development,24,2,Life Sciences,Male,Laboratory Technician,4,Single,2587,1,No,16,2,1
1355,No,36,Travel_Rarely,Sales,17,2,Marketing,Male,Sales Executive,2,Married,5507,2,No,16,2,1
1356,No,41,Travel_Rarely,Sales,8,3,Marketing,Female,Sales Executive,2,Married,4393,5,No,21,4,1
1357,No,42,Travel_Rarely,Research & Development,6,3,Medical,Male,Research Director,1,Married,13348,9,No,13,7,5
1358,No,31,Travel_Rarely,Sales,10,2,Medical,Female,Sales Executive,4,Divorced,6583,2,Yes,11,2,1
1359,No,34,Travel_Rarely,Sales,3,1,Medical,Female,Sales Executive,4,Married,8103,3,Yes,12,2,0
1360,No,31,Travel_Rarely,Research & Development,4,3,Medical,Female,Laboratory Technician,3,Divorced,3978,8,No,12,2,2
1361,No,26,Travel_Frequently,Research & Development,6,3,Other,Male,Laboratory Technician,4,Married,2544,0,No,18,7,7
1362,No,45,Travel_Frequently,Research & Development,1,4,Medical,Male,Healthcare Representative,3,Single,5399,4,No,12,2,0
1363,No,33,Travel_Rarely,Sales,10,4,Marketing,Male,Sales Executive,3,Single,5487,1,No,14,4,0
1364,No,28,Travel_Frequently,Sales,1,2,Life Sciences,Male,Sales Executive,4,Married,6834,1,Yes,12,7,0
1365,Yes,29,Travel_Frequently,Sales,24,3,Technical Degree,Male,Sales Representative,1,Single,1091,1,No,17,0,0
1366,No,39,Non-Travel,Sales,21,4,Life Sciences,Female,Sales Executive,3,Married,5736,6,No,19,2,1
1367,No,27,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,Research Scientist,2,Married,2226,1,No,11,3,1
1368,No,34,Travel_Frequently,Research & Development,22,4,Other,Male,Research Scientist,4,Married,5747,1,Yes,15,10,6
1369,Yes,28,Travel_Rarely,Sales,13,2,Marketing,Female,Sales Executive,3,Single,9854,3,Yes,11,0,2
1370,No,47,Non-Travel,Research & Development,14,4,Technical Degree,Male,Research Scientist,2,Married,5467,8,No,18,7,1
1371,No,56,Travel_Rarely,Sales,11,5,Marketing,Female,Sales Executive,1,Married,5380,4,No,16,0,0
1372,No,39,Travel_Rarely,Research & Development,9,2,Medical,Male,Manufacturing Director,1,Married,5151,1,No,25,0,7
1373,No,38,Travel_Frequently,Research & Development,8,3,Medical,Female,Research Scientist,2,Divorced,2133,1,Yes,16,11,0
1374,No,58,Travel_Rarely,Sales,21,3,Life Sciences,Female,Manager,4,Married,17875,4,Yes,13,0,0
1375,Yes,32,Travel_Frequently,Research & Development,5,2,Life Sciences,Female,Research Scientist,3,Single,2432,3,Yes,14,1,0
1376,No,38,Travel_Rarely,Research & Development,9,2,Life Sciences,Male,Research Scientist,4,Divorced,4771,2,No,19,2,0
1377,No,49,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,Research Director,4,Married,19161,3,No,15,4,4
1378,No,42,Travel_Rarely,Sales,12,4,Marketing,Male,Sales Executive,4,Divorced,5087,3,Yes,12,0,0
1379,Yes,27,Travel_Frequently,Human Resources,22,3,Human Resources,Female,Human Resources,2,Married,2863,1,No,12,0,0
1380,No,35,Travel_Rarely,Sales,18,4,Medical,Male,Sales Executive,1,Married,5561,0,No,16,3,0
1381,No,28,Non-Travel,Research & Development,16,3,Medical,Male,Research Scientist,3,Single,2144,1,No,14,3,1
1382,No,31,Non-Travel,Research & Development,3,2,Medical,Male,Research Scientist,1,Divorced,3065,1,Yes,13,2,2
1383,No,36,Non-Travel,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,2,Married,2810,1,No,22,4,0
1384,No,34,Travel_Rarely,Sales,1,3,Marketing,Male,Sales Executive,4,Single,9888,1,No,21,8,2
1385,No,34,Travel_Rarely,Sales,13,4,Medical,Male,Sales Executive,3,Divorced,8628,1,No,18,7,1
1386,No,26,Travel_Rarely,Research & Development,1,3,Medical,Male,Laboratory Technician,1,Single,2867,0,No,13,7,7
